Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
459,Holman Alternating Single-Leg Pike,"""Hold a plank position, lift one leg off the ground and balance on the other. Alternate legs, keeping core engaged to target abdominals.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,15,False,
460,Holman Knee Pull-In Crunch,"""Lie on your back, knees bent and feet flat. Engage core and pull right knee towards chest while rotating torso. Return to starting position and repeat with left side.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,3,False,
461,Holman Straight Plank with Hand Tap,"""Start in a plank position, engage abs and maintain straight line from head to heels. Slowly tap each hand on ground, alternating hands, for added core challenge.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,15,False,
462,Holman Straight Plank with Dirty Dog,"""Start in a plank position, engage core and maintain straight line from head to heels. Hold for 30 seconds to 1 minute, targeting abdominal strength.""",Strength,Abdominals,Body Only,Intermediate,6.0,Average,6,False,
463,Holman Elbow Plank Roll,"Hold a plank position, engage core and slowly roll onto one elbow, keeping body straight, then return to starting position. Repeat on opposite side.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,1,False,
464,Holman Froggy Push-Up,"""Hold a frog-like position, engage abdominals and slowly lower body until chest nearly touches ground. Pause, then push back up to starting position.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,4,False,
465,Holman Straight Plank Hand Tap to Shoulder Tap,"Hold a straight plank, engage core and lift right arm towards shoulder. Tap hand to shoulder, then lower and repeat with left arm.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,2,False,
466,Holman In-Out Straight Plank,"Hold a plank position, engage core, and alternate bringing each elbow towards opposite knee while maintaining straight body.",Strength,Abdominals,Body Only,Intermediate,4.0,Average,15,False,
467,Holman Bicycle,"""Hold a straight body position, alternate bringing each elbow to the opposite knee while keeping core muscles engaged, using abdominal strength to maintain control.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,19,False,
468,Holman Alternating Diagonal Knee Pull-in,"""Hold plank position, alternate bringing right knee towards left elbow and then left knee to right elbow, engaging abdominal muscles for core stability.""",Strength,Abdominals,Body Only,Intermediate,1.0,Average,3,False,
469,Holman Elbow Plank with Step-Out,"Hold a plank position, engage abs and step one foot forward, keeping body straight. Switch sides, holding for 30-60 seconds.",Strength,Abdominals,Body Only,Intermediate,3.0,Average,20,False,
470,Holman Alternating Slow L-Raise,"""Hold a plank position, alternate lifting your knees towards your chest while keeping your core engaged and slowly lowering back down.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,11,False,
471,Holman Feet-Elevated Plank with Shoulder Tap,"Start in a plank position with feet elevated, engage core, and lift right shoulder towards left elbow; repeat on the other side.",Strength,Abdominals,Body Only,Intermediate,4.0,Average,19,False,
472,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,"From a feet-elevated inchworm position, engage abs and walk hands forward into a pike stance. Lower body towards ground, then push back up to straight plank pose.",Strength,Abdominals,Body Only,Intermediate,2.0,Average,2,False,
473,Holman Feet-Elevated Up-Down Elbow Plank,"""Hold a feet-elevated plank position, engaging abdominals. Slowly lower body towards the ground, then push back up to starting position, maintaining core control throughout.""",Strength,Abdominals,Body Only,Intermediate,3.0,Average,4,False,
474,Holman Feet-Elevated Plank Pike Pull,"""Hold a feet-elevated plank position, engage core, and slowly draw right knee towards chest while keeping left leg straight. Alternate legs.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,7,False,
475,Holman Feet-Elevated Alternating Single-Leg Hip Raise,"""Hold feet elevated, lift and lower one leg while keeping core engaged to target abdominals; alternate legs for added challenge.""",Strength,Abdominals,Body Only,Intermediate,10.0,Average,9,False,
476,Holman Feet-Elevated Plank Pike Pull to Push-Up,"Hold a plank position with feet elevated, engage core, then lift top foot towards glutes while pulling opposite heel back. Slowly return to start, transitioning into a push-up.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,5,False,
477,Holman Standing Heel Click,"""Engage core, stand tall with feet shoulder-width apart. Slowly lift one heel off the ground, keeping knee straight, then click it back down to return to start.""",Strength,Abdominals,Body Only,Intermediate,9.0,Average,10,False,
478,Holman Straight Plank Right-Left Jack to Split Jack,"""Hold a straight plank position, then explosively jack from side to side, shifting into split jacks before returning to the starting position.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,11,False,
479,Holman Elbow Plank Jack to Ninja Knees,"""Hold a plank position with elbows bent, then jack knees apart while maintaining abs' engagement. Quickly return to start, repeating fluidly.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,18,False,
480,Holman Right Side Elbow Plank with Left Leg Swing,"""Start in a right side elbow plank, engage abdominals. Lift left leg off ground, swing it back and forth while maintaining plank form.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,4,False,
481,Holman Left Side Elbow Plank with Right Leg Swing,"Holding a left side elbow plank, engage abdominals and lift right leg off ground, swinging it forward and backward in controlled motion.",Strength,Abdominals,Body Only,Intermediate,1.0,Average,20,False,
482,Holman Straight Plank with Alternating Diagonal Sit-Back,"From a plank position, engage abs and alternate bringing each elbow to opposite knee, slowly sitting back while keeping core tight.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,3,False,
483,Holman Boat Press with Leg Extension,"""Hold a boat pose, extending one leg straight out. Engage abdominals to maintain position and alternate legs for added challenge.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,13,False,
484,Holman Shoulder Tap to Dirty Dog,"Lie on your back, engage core. Tap shoulders off floor, lift legs toward ceiling, and tap heels together. Quickly return to starting position.",Strength,Abdominals,Body Only,Intermediate,3.0,Average,19,False,
485,Holman Standing Russian Twist,"Hold a plank position, twist torso to left and right, keeping core engaged, targeting obliques.",Strength,Abdominals,Body Only,Intermediate,3.0,Average,18,False,
486,Holman Hovering Plank with Shoulder Tap,"""Hold a plank position, engage abdominals, and lift left shoulder off ground. Tap shoulder to opposite side without letting it touch the floor. Repeat on other side.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,7,False,
487,Holman Elbow Plank to Stacked Plank Hip Drop,"Hold a plank position, engage abs, and simultaneously drop hips down towards the ground, maintaining control and stability throughout.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,15,False,
488,Holman Elbow Plank to Walk-Up Pike,"From a plank position, engage abs and walk hands forward into a pike position, keeping core tight, then slowly return to the starting position.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,1,False,
489,Holman Hill Climber,"""Hold a plank position with hands shoulder-width apart, then alternate bringing each knee towards chest, engaging abdominal muscles to climb 'hill'.""",Strength,Abdominals,Body Only,Intermediate,8.0,Average,18,False,
490,Holman Straight Plank Pike to Renegade Row,"""Hold a plank position, then quickly shift into a pike pose and row the opposite arm towards your knee, alternating sides while engaging core muscles.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,2,False,
491,Holman Alternating Hip Drop to Push-Up,"""Hold a plank position, alternate dropping hips, then lower into a push-up. Quickly return to plank, targeting core and abdominal muscles.""",Strength,Abdominals,Body Only,Intermediate,5.0,Average,8,False,
492,Holman Crab Kick,"Lie on back, engage core, lift legs towards ceiling, then swiftly kick one leg forward, keeping other straight, alternating sides for a strong abdominal workout.",Strength,Abdominals,Body Only,Intermediate,6.0,Average,14,False,
493,Holman Wounded Bear Crawl,"Start in a plank position, engage core and bear crawl forward, keeping shoulders down, hips lifted and alternating arms. Focus on slow, controlled movements.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,2,False,
494,Holman Alternating Crab Reach,"""Hold a plank position, alternate bringing each arm towards opposite knee, keeping abs engaged and core stable.""",Strength,Abdominals,Body Only,Intermediate,2.0,Average,8,False,
495,Holman Hovering Panther Core Stabilizer,"""Hold a hover position, engage core, and slowly lift legs and arms in unison, keeping body straight and stable; maintain for 30 seconds.""",Strength,Abdominals,Body Only,Intermediate,3.0,Average,19,False,
496,Holman Burpee to Forward Lunge,"""Start in a squat position, jump forward into a lunge while keeping core engaged and holding for a brief moment before returning to the starting position, effectively engaging abdominals.""",Strength,Abdominals,Body Only,Intermediate,7.0,Average,17,False,
497,Holman Seated Knee Pull-In Series,"Engage core and slowly pull knees towards chest, squeezing abdominals; maintain position for brief moment before releasing.",Strength,Abdominals,Body Only,Intermediate,10.0,Average,11,False,
498,Holman Elbow Plank Pike,"""Hold a plank position, engage abs, then lift legs and torso into a pike. Balance on elbows and hold for a challenging abdominal exercise.""",Strength,Abdominals,Body Only,Intermediate,4.0,Average,5,False,
